6,19
7,19  39
8,1  5  24  39  41
9,4  41  42  49
10,6  31
11,6  36
12,1  36  46  51
13,21  36  46
14,11  16  36  46  47
15,1  6  26  41
16,6  20  26  31
17,1  16  26
18,3  28  31
19,8  11  26  31  49
20,1  36
