6,14
7,14  34  56
8,0  19  34  36  59
9,36  37  44
10,1  26
11,1  31  56
12,31  41  46
13,16  31  41
14,6  11  31  41  42  56
15,1  21  36
15,1  21  36
6,1  15  21  26  56
17,11  21  56  58
18,23  26
19,3  6  21  26  44  59
20,29
