5,42
6,22  37
7,2  47
8,2  7  27  37  42  47
9,42  52
10,2  12  42
11,12  17  42
12,17  47  57
13,12  17  42  47
14,7  12  17  42
15,27  37  42  47
16,42
17,12  42
18,17  32  37
19,7
20,37
21,17
