6,23
7,23  43
8,5  9  28  43  45
9,8  45  46  53
10,10  35
11,10  40
12,5  40  50  55
13,25  40  50
4,15  20  40  50  51
15,5  0  30  45
16,10  24  30  35
17,5  20  30
18,5  7  32  35
19,12  15  30  35  53
20,5  40
